post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label,engagement_rate_pct
IG0021186,13,brand,5824,image,Technology,Profile,1,2025-10-18 11:00:00,2025-10-18,11,Saturday,40,0,7,6,808,916,0.0579,284,119,7,viral,5.79
IG0021189,14,brand,3083,carousel,Technology,Reels Feed,0,2025-07-20 12:00:00,2025-07-20,12,Sunday,316,5,12,46,7441,8703,0.0435,998,119,6,medium,4.35
IG0021200,18,creator,7486,image,Technology,Home Feed,1,2025-01-19 18:00:00,2025-01-19,18,Sunday,171,9,8,27,2808,3963,0.0543,125,129,8,high,5.43
IG0021212,18,creator,7486,carousel,Technology,Home Feed,1,2024-12-12 06:00:00,2024-12-12,6,Thursday,78,4,7,18,4760,5805,0.0184,695,118,13,low,1.84
IG0021217,10,creator,4542,reel,Technology,Explore,1,2025-06-05 14:00:00,2025-06-05,14,Thursday,158,4,2,0,4712,5832,0.0281,441,112,7,medium,2.81
IG0021222,11,creator,9044,image,Technology,Reels Feed,0,2025-06-30 10:00:00,2025-06-30,10,Monday,654,20,29,115,8467,11487,0.0712,775,138,9,viral,7.12
IG0021223,18,brand,7486,reel,Technology,Explore,0,2025-06-20 08:00:00,2025-06-20,8,Friday,184,10,11,34,5578,8568,0.0279,207,108,5,medium,2.79
IG0021241,7,creator,3551,carousel,Technology,Hashtags,0,2025-11-18 09:00:00,2025-11-18,9,Tuesday,332,11,0,46,7323,10277,0.0379,623,97,9,medium,3.79
IG0021250,17,creator,15923,carousel,Technology,Home Feed,0,2025-06-22 16:00:00,2025-06-22,16,Sunday,443,10,22,82,7225,10194,0.0546,95,124,7,high,5.46
IG0021254,6,brand,10034,carousel,Technology,Hashtags,1,2025-10-14 18:00:00,2025-10-14,18,Tuesday,0,5,4,24,6290,7844,0.0042,626,106,5,low,0.42
IG0021259,5,brand,10739,reel,Technology,External,1,2025-02-11 17:00:00,2025-02-11,17,Tuesday,98,2,1,12,2255,3209,0.0352,371,120,10,medium,3.52
IG0021262,10,creator,4542,carousel,Technology,Profile,0,2025-07-11 06:00:00,2025-07-11,6,Friday,245,5,10,27,5301,6942,0.0413,900,124,8,high,4.13
IG0021264,7,creator,3551,carousel,Technology,Profile,1,2025-09-27 22:00:00,2025-09-27,22,Saturday,582,15,38,81,8028,11020,0.065,974,134,3,viral,6.5
IG0021272,6,creator,10034,image,Technology,Reels Feed,0,2025-02-28 17:00:00,2025-02-28,17,Friday,196,2,7,36,6279,8917,0.027,284,103,6,medium,2.7
IG0021274,9,creator,6916,carousel,Technology,Profile,0,2025-11-08 15:00:00,2025-11-08,15,Saturday,499,9,22,68,6300,9144,0.0654,722,124,11,viral,6.54
IG0021277,15,creator,8167,image,Technology,Reels Feed,0,2024-12-13 12:00:00,2024-12-13,12,Friday,237,7,11,34,3412,5075,0.0569,129,104,6,high,5.69
IG0021280,13,brand,5824,carousel,Technology,Reels Feed,0,2025-01-30 12:00:00,2025-01-30,12,Thursday,73,2,4,14,2539,3818,0.0244,750,115,13,low,2.44
IG0021292,2,creator,22291,reel,Technology,Profile,0,2024-12-03 06:00:00,2024-12-03,6,Tuesday,234,5,16,44,3065,3794,0.0788,722,110,5,viral,7.88
IG0021303,12,brand,13798,reel,Technology,Hashtags,0,2025-01-09 16:00:00,2025-01-09,16,Thursday,674,28,35,118,9008,10990,0.0778,325,129,12,viral,7.78
IG0021306,20,creator,31095,image,Technology,Profile,0,2025-06-29 23:00:00,2025-06-29,23,Sunday,2841,102,162,0,12864,20041,0.1549,725,130,6,viral,15.49
IG0021311,1,brand,9461,image,Technology,Hashtags,0,2025-04-21 15:00:00,2025-04-21,15,Monday,60,2,0,8,2800,3215,0.0218,382,125,11,low,2.18
IG0021316,12,creator,13798,image,Technology,Reels Feed,0,2025-03-09 20:00:00,2025-03-09,20,Sunday,366,14,20,52,5981,7805,0.0579,290,109,12,viral,5.79
IG0021319,5,creator,10739,carousel,Technology,Explore,0,2025-05-15 10:00:00,2025-05-15,10,Thursday,149,6,9,16,1915,2107,0.0854,921,115,13,viral,8.54
IG0021323,10,creator,4542,image,Technology,Reels Feed,1,2025-10-05 13:00:00,2025-10-05,13,Sunday,123,3,10,17,4628,5849,0.0262,323,114,13,medium,2.62
IG0021324,10,creator,4542,carousel,Technology,External,0,2025-02-01 11:00:00,2025-02-01,11,Saturday,170,3,7,22,7110,8302,0.0243,682,122,10,low,2.43
IG0021337,19,creator,3447,reel,Technology,Hashtags,0,2025-01-11 16:00:00,2025-01-11,16,Saturday,392,14,23,68,12721,19882,0.025,700,123,8,medium,2.5
IG0021339,18,brand,7486,carousel,Technology,Hashtags,1,2025-07-17 09:00:00,2025-07-17,9,Thursday,180,9,8,16,2322,3588,0.0594,634,129,7,viral,5.94
IG0021345,10,brand,4542,image,Technology,Profile,1,2025-03-09 00:00:00,2025-03-09,0,Sunday,30,0,2,8,2545,3600,0.0111,16,129,11,low,1.11
IG0021364,18,brand,7486,image,Technology,Hashtags,0,2025-02-04 11:00:00,2025-02-04,11,Tuesday,165,0,9,16,2215,2831,0.0671,457,129,6,viral,6.71
IG0021376,20,creator,31095,image,Technology,Hashtags,0,2025-06-21 09:00:00,2025-06-21,9,Saturday,580,15,23,90,8971,12984,0.0545,739,129,6,high,5.45
IG0021398,8,brand,15986,image,Technology,Home Feed,0,2025-07-03 17:00:00,2025-07-03,17,Thursday,86,3,6,15,1806,2236,0.0492,367,114,8,high,4.92
IG0021409,19,creator,3447,image,Technology,Reels Feed,0,2025-01-29 16:00:00,2025-01-29,16,Wednesday,263,9,14,40,10629,13514,0.0241,104,123,9,medium,2.41
IG0021436,11,creator,9044,carousel,Technology,Hashtags,0,2025-06-09 19:00:00,2025-06-09,19,Monday,265,8,14,46,4103,6505,0.0512,673,123,10,high,5.12
IG0021447,18,creator,7486,image,Technology,Profile,1,2025-04-19 09:00:00,2025-04-19,9,Saturday,582,19,28,82,10394,13858,0.0513,184,118,8,high,5.13
IG0021475,17,brand,15923,reel,Technology,External,0,2024-12-16 03:00:00,2024-12-16,3,Monday,0,7,21,48,6778,9764,0.0078,793,132,7,medium,0.78
IG0021480,1,creator,9461,reel,Technology,Profile,1,2025-06-27 09:00:00,2025-06-27,9,Friday,404,12,22,67,5613,6985,0.0723,303,114,6,viral,7.23
IG0021509,15,brand,8167,carousel,Technology,Explore,1,2024-12-04 14:00:00,2024-12-04,14,Wednesday,78,2,1,11,1062,1511,0.0609,57,114,14,viral,6.09
IG0021512,11,creator,9044,carousel,Technology,Profile,0,2025-05-31 07:00:00,2025-05-31,7,Saturday,486,13,18,87,7089,10943,0.0552,45,120,12,high,5.52
IG0021528,17,brand,15923,image,Technology,External,0,2025-08-06 22:00:00,2025-08-06,22,Wednesday,526,22,27,77,8787,13639,0.0478,528,116,5,high,4.78
IG0021529,13,creator,5824,carousel,Technology,Home Feed,1,2025-09-05 23:00:00,2025-09-05,23,Friday,194,7,5,36,2935,3759,0.0644,411,134,8,viral,6.44
IG0021532,10,creator,4542,image,Technology,Home Feed,0,2025-06-26 02:00:00,2025-06-26,2,Thursday,334,6,12,61,8258,12056,0.0343,893,109,9,medium,3.43
IG0021533,3,brand,10018,image,Technology,Reels Feed,0,2025-06-04 08:00:00,2025-06-04,8,Wednesday,265,5,14,33,12866,17233,0.0184,800,140,9,low,1.84
IG0021548,11,creator,9044,carousel,Technology,Explore,1,2025-03-31 05:00:00,2025-03-31,5,Monday,307,11,17,43,7916,9236,0.0409,561,124,6,medium,4.09
IG0021563,16,creator,9696,carousel,Technology,Home Feed,0,2024-12-12 19:00:00,2024-12-12,19,Thursday,259,10,12,27,5027,5754,0.0535,633,100,6,high,5.35
IG0021577,13,brand,5824,image,Technology,Profile,1,2025-06-25 22:00:00,2025-06-25,22,Wednesday,298,9,16,46,4856,6386,0.0578,398,119,11,high,5.78
IG0021586,20,brand,31095,carousel,Technology,Home Feed,1,2025-04-22 14:00:00,2025-04-22,14,Tuesday,256,4,11,29,4363,5426,0.0553,108,113,7,viral,5.53
IG0021587,7,brand,3551,carousel,Technology,Hashtags,0,2025-03-10 11:00:00,2025-03-10,11,Monday,378,17,20,67,9835,12552,0.0384,392,124,10,medium,3.84
IG0021589,8,creator,15986,carousel,Technology,External,0,2025-09-03 19:00:00,2025-09-03,19,Wednesday,722,22,37,115,9101,13075,0.0685,550,129,9,viral,6.85
IG0021596,18,creator,7486,reel,Technology,Reels Feed,0,2025-08-26 11:00:00,2025-08-26,11,Tuesday,528,14,18,81,8894,11782,0.0544,230,110,8,high,5.44
IG0021604,17,creator,15923,image,Technology,Reels Feed,1,2025-10-29 13:00:00,2025-10-29,13,Wednesday,198,0,5,26,2706,3119,0.0734,391,122,12,viral,7.34
IG0021612,10,creator,4542,image,Technology,Explore,1,2025-06-06 23:00:00,2025-06-06,23,Friday,1005,33,50,152,15221,24056,0.0515,218,124,4,high,5.15
IG0021614,11,brand,9044,image,Technology,Profile,0,2025-02-19 09:00:00,2025-02-19,9,Wednesday,407,7,17,64,20762,30775,0.0161,594,122,4,low,1.61
IG0021621,5,creator,10739,carousel,Technology,Hashtags,0,2025-11-07 14:00:00,2025-11-07,14,Friday,402,11,19,53,7338,10209,0.0475,271,131,5,high,4.75
IG0021626,2,creator,22291,reel,Technology,Reels Feed,1,2025-02-19 22:00:00,2025-02-19,22,Wednesday,299,10,14,41,5036,7413,0.0491,778,118,11,high,4.91
IG0021631,19,creator,3447,carousel,Technology,Reels Feed,1,2025-07-09 15:00:00,2025-07-09,15,Wednesday,132,1,10,0,5087,6471,0.0221,156,125,9,low,2.21
IG0021635,5,creator,10739,carousel,Technology,Explore,1,2024-12-14 22:00:00,2024-12-14,22,Saturday,1193,38,58,159,18881,27364,0.0529,298,135,10,high,5.29
IG0021649,16,creator,9696,carousel,Technology,External,1,2025-02-18 18:00:00,2025-02-18,18,Tuesday,73,2,4,13,3357,5265,0.0175,338,117,6,low,1.75
IG0021651,16,creator,9696,carousel,Technology,External,0,2025-04-24 17:00:00,2025-04-24,17,Thursday,0,2,3,14,9835,12705,0.0015,788,115,14,low,0.15
IG0021652,12,creator,13798,image,Technology,Home Feed,1,2024-12-11 04:00:00,2024-12-11,4,Wednesday,37,0,3,3,1212,1817,0.0237,558,136,6,low,2.37
IG0021663,18,creator,7486,image,Technology,External,1,2025-04-06 17:00:00,2025-04-06,17,Sunday,229,7,9,36,13230,16286,0.0173,63,126,6,low,1.73
IG0021664,12,creator,13798,reel,Technology,Profile,0,2025-03-17 09:00:00,2025-03-17,9,Monday,1293,36,57,234,9422,10555,0.1535,637,147,8,high,15.35
IG0021672,15,brand,8167,image,Technology,Profile,0,2025-05-06 23:00:00,2025-05-06,23,Tuesday,115,7,4,16,1788,2013,0.0705,769,136,10,viral,7.05
IG0021677,5,creator,10739,carousel,Technology,Reels Feed,0,2025-07-26 07:00:00,2025-07-26,7,Saturday,366,8,21,53,13058,14626,0.0306,700,119,13,medium,3.06
IG0021691,1,brand,9461,image,Technology,Profile,1,2024-11-27 01:00:00,2024-11-27,1,Wednesday,198,6,12,35,3851,6143,0.0409,394,109,5,medium,4.09
IG0021706,14,brand,3083,image,Technology,External,0,2025-09-07 18:00:00,2025-09-07,18,Sunday,128,2,7,19,6321,8961,0.0174,646,118,12,low,1.74
IG0021708,2,brand,22291,image,Technology,Home Feed,1,2025-01-05 04:00:00,2025-01-05,4,Sunday,722,26,48,106,9333,14738,0.0612,4,129,7,viral,6.12
IG0021711,18,creator,7486,image,Technology,Reels Feed,0,2025-03-01 15:00:00,2025-03-01,15,Saturday,254,6,12,39,4223,5892,0.0528,902,120,5,high,5.28
IG0021714,10,creator,4542,image,Technology,Explore,0,2025-04-01 19:00:00,2025-04-01,19,Tuesday,382,8,28,55,8735,13952,0.0339,878,104,9,medium,3.39
IG0021723,17,creator,15923,image,Technology,Profile,0,2024-12-19 05:00:00,2024-12-19,5,Thursday,74,2,2,6,1575,1779,0.0472,398,107,8,high,4.72
IG0021733,2,brand,22291,carousel,Technology,External,0,2025-10-19 04:00:00,2025-10-19,4,Sunday,566,20,35,81,9727,13929,0.0504,440,107,10,high,5.04
IG0021757,16,creator,9696,reel,Technology,Hashtags,0,2025-05-05 17:00:00,2025-05-05,17,Monday,353,8,16,48,5296,6096,0.0697,223,112,6,viral,6.97
IG0021788,18,creator,7486,carousel,Technology,Home Feed,1,2025-06-18 14:00:00,2025-06-18,14,Wednesday,134,5,7,19,2064,3122,0.0529,262,110,5,high,5.29
IG0021796,7,creator,3551,image,Technology,Reels Feed,0,2025-09-23 05:00:00,2025-09-23,5,Tuesday,305,5,22,53,3906,5992,0.0643,711,110,9,viral,6.43
IG0021803,1,brand,9461,image,Technology,Home Feed,0,2024-12-13 00:00:00,2024-12-13,0,Friday,334,15,12,55,6256,8014,0.0519,738,127,7,high,5.19
IG0021809,9,creator,6916,image,Technology,Home Feed,0,2025-08-22 09:00:00,2025-08-22,9,Friday,92,2,2,10,4259,6117,0.0173,946,112,8,low,1.73
IG0021828,8,creator,15986,image,Technology,Profile,0,2024-12-05 08:00:00,2024-12-05,8,Thursday,82,1,4,17,5490,6630,0.0157,638,118,9,low,1.57
IG0021842,3,brand,10018,carousel,Technology,Home Feed,1,2025-09-08 05:00:00,2025-09-08,5,Monday,134,5,9,26,3217,4659,0.0373,929,118,8,medium,3.73
IG0021847,9,creator,6916,reel,Technology,Reels Feed,0,2025-03-28 10:00:00,2025-03-28,10,Friday,239,11,16,31,4996,5824,0.051,5,130,10,high,5.1
IG0021856,15,creator,8167,reel,Technology,Explore,0,2025-05-03 20:00:00,2025-05-03,20,Saturday,24,0,1,3,2365,3690,0.0076,5,123,7,low,0.76
IG0021863,17,creator,15923,image,Technology,Profile,1,2025-07-09 21:00:00,2025-07-09,21,Wednesday,158,3,3,28,4957,6497,0.0296,636,126,6,medium,2.96
IG0021864,18,creator,7486,carousel,Technology,Reels Feed,0,2024-11-23 16:00:00,2024-11-23,16,Saturday,382,10,23,54,7865,10877,0.0431,713,128,10,high,4.31
IG0021881,18,brand,7486,carousel,Technology,Explore,0,2025-03-10 08:00:00,2025-03-10,8,Monday,438,12,18,78,2869,3306,0.1652,431,103,9,high,16.52
IG0021885,13,creator,5824,reel,Technology,External,0,2025-03-02 00:00:00,2025-03-02,0,Sunday,1347,43,60,223,25369,34755,0.0481,142,114,6,high,4.81
IG0021887,17,creator,15923,image,Technology,External,0,2025-09-09 15:00:00,2025-09-09,15,Tuesday,0,0,3,5,1723,2208,0.0036,733,96,7,low,0.36
IG0021890,12,creator,13798,image,Technology,Reels Feed,1,2025-07-02 08:00:00,2025-07-02,8,Wednesday,88,1,3,5,6974,8948,0.0108,905,128,8,low,1.08
IG0021895,7,creator,3551,image,Technology,Home Feed,0,2025-11-14 05:00:00,2025-11-14,5,Friday,188,4,10,28,5538,6123,0.0376,870,104,7,medium,3.76
IG0021909,20,brand,31095,image,Technology,Reels Feed,1,2025-01-23 11:00:00,2025-01-23,11,Thursday,103,1,8,14,4540,6916,0.0182,658,127,13,low,1.82
IG0021945,10,creator,4542,carousel,Technology,Profile,1,2025-03-11 12:00:00,2025-03-11,12,Tuesday,35,0,2,9,3171,4653,0.0099,41,92,11,low,0.99
IG0021951,16,brand,9696,image,Technology,Home Feed,0,2025-01-09 10:00:00,2025-01-09,10,Thursday,55,2,3,9,2042,2764,0.025,50,103,5,low,2.5
IG0021958,19,brand,3447,image,Technology,Hashtags,0,2025-01-15 09:00:00,2025-01-15,9,Wednesday,239,0,16,32,3877,4718,0.0608,96,119,8,viral,6.08
IG0021959,4,brand,4972,carousel,Technology,External,0,2025-01-29 05:00:00,2025-01-29,5,Wednesday,288,11,13,44,4417,5074,0.0702,536,117,7,viral,7.02
IG0021982,13,brand,5824,carousel,Technology,External,0,2024-12-19 01:00:00,2024-12-19,1,Thursday,182,3,6,23,2406,3248,0.0659,413,117,11,viral,6.59
IG0021997,4,creator,4972,image,Technology,Explore,1,2025-06-04 22:00:00,2025-06-04,22,Wednesday,89,4,4,18,3898,5190,0.0222,748,103,7,low,2.22
IG0022013,3,creator,10018,carousel,Technology,Home Feed,1,2025-10-22 06:00:00,2025-10-22,6,Wednesday,127,3,10,23,4689,7079,0.023,157,133,6,low,2.3
IG0022039,20,creator,31095,image,Technology,Explore,0,2024-12-20 13:00:00,2024-12-20,13,Friday,193,5,7,29,3846,4640,0.0504,667,118,11,high,5.04
IG0022068,16,brand,9696,image,Technology,Home Feed,0,2025-07-07 23:00:00,2025-07-07,23,Monday,11,0,0,1,1005,1442,0.0083,215,133,8,low,0.83
IG0022069,6,creator,10034,reel,Technology,Profile,1,2025-03-12 08:00:00,2025-03-12,8,Wednesday,40,0,5,7,1034,1498,0.0347,761,105,7,medium,3.47
IG0022077,12,creator,13798,image,Technology,Explore,0,2025-02-24 12:00:00,2025-02-24,12,Monday,85,3,1,15,1333,1584,0.0657,3,122,8,viral,6.57
IG0022087,17,creator,15923,reel,Technology,External,0,2025-03-05 15:00:00,2025-03-05,15,Wednesday,129,2,4,16,3618,5213,0.029,436,130,6,medium,2.9
IG0022099,2,creator,22291,image,Technology,Hashtags,1,2025-08-12 18:00:00,2025-08-12,18,Tuesday,277,11,20,34,4914,7562,0.0452,626,133,8,high,4.52
IG0022119,10,creator,4542,reel,Technology,Hashtags,1,2025-07-01 23:00:00,2025-07-01,23,Tuesday,402,10,23,69,12068,14965,0.0337,227,123,12,medium,3.37
IG0022121,6,creator,10034,image,Technology,Profile,0,2025-05-06 16:00:00,2025-05-06,16,Tuesday,202,6,16,0,2761,3463,0.0647,710,124,8,viral,6.47
IG0022129,10,creator,4542,carousel,Technology,Home Feed,1,2025-07-28 15:00:00,2025-07-28,15,Monday,326,12,13,39,6335,7673,0.0508,822,105,5,high,5.08
IG0022144,20,creator,31095,carousel,Technology,External,0,2025-05-25 12:00:00,2025-05-25,12,Sunday,364,8,14,0,9914,11261,0.0343,846,117,9,medium,3.43
IG0022146,4,creator,4972,reel,Technology,External,1,2025-03-26 09:00:00,2025-03-26,9,Wednesday,195,4,9,31,9016,12758,0.0187,22,118,6,low,1.87
IG0022163,1,brand,9461,carousel,Technology,Reels Feed,0,2024-12-15 10:00:00,2024-12-15,10,Sunday,237,14,13,52,4283,6743,0.0469,875,122,7,high,4.69
IG0022193,7,brand,3551,reel,Technology,Profile,0,2025-07-07 16:00:00,2025-07-07,16,Monday,197,3,8,25,7403,9804,0.0238,485,103,7,medium,2.38
IG0022203,19,creator,3447,image,Technology,External,0,2025-06-18 00:00:00,2025-06-18,0,Wednesday,116,3,5,19,2285,2551,0.0561,90,107,12,viral,5.61
IG0022214,13,creator,5824,carousel,Technology,Home Feed,0,2025-11-17 15:00:00,2025-11-17,15,Monday,230,8,17,38,8060,10336,0.0283,431,127,5,medium,2.83
IG0022223,3,creator,10018,image,Technology,External,1,2025-03-10 16:00:00,2025-03-10,16,Monday,154,2,9,16,3884,5228,0.0346,670,124,4,medium,3.46
IG0022239,16,creator,9696,image,Technology,External,0,2024-12-31 08:00:00,2024-12-31,8,Tuesday,702,16,43,97,8780,10950,0.0784,348,121,4,viral,7.84
IG0022241,7,brand,3551,carousel,Technology,Reels Feed,1,2025-09-10 00:00:00,2025-09-10,0,Wednesday,323,8,14,41,4317,6513,0.0593,132,122,10,high,5.93
IG0022252,10,creator,4542,image,Technology,Hashtags,0,2025-10-01 04:00:00,2025-10-01,4,Wednesday,346,8,19,42,4737,6042,0.0687,50,125,4,viral,6.87
IG0022267,10,creator,4542,carousel,Technology,External,0,2025-06-14 21:00:00,2025-06-14,21,Saturday,155,3,6,24,4006,6193,0.0304,647,115,6,medium,3.04
IG0022273,5,creator,10739,image,Technology,Profile,1,2025-04-17 12:00:00,2025-04-17,12,Thursday,301,10,14,38,5854,9092,0.0399,641,112,6,high,3.99
IG0022274,15,creator,8167,reel,Technology,Hashtags,0,2025-07-21 03:00:00,2025-07-21,3,Monday,521,15,30,68,7210,8552,0.0741,482,114,9,viral,7.41
IG0022290,1,creator,9461,image,Technology,Profile,1,2025-02-09 00:00:00,2025-02-09,0,Sunday,76,2,4,9,1171,1376,0.0661,852,126,8,viral,6.61
IG0022299,8,creator,15986,carousel,Technology,Explore,0,2025-04-02 19:00:00,2025-04-02,19,Wednesday,317,14,28,47,4381,6501,0.0625,47,131,8,viral,6.25
IG0022320,9,creator,6916,reel,Technology,Home Feed,1,2025-01-06 09:00:00,2025-01-06,9,Monday,1397,48,84,229,23387,31410,0.056,551,132,5,viral,5.6
IG0022360,5,brand,10739,carousel,Technology,Reels Feed,1,2025-08-21 19:00:00,2025-08-21,19,Thursday,138,4,9,15,7000,8200,0.0202,627,99,10,low,2.02
IG0022368,11,creator,9044,image,Technology,Reels Feed,0,2024-12-25 02:00:00,2024-12-25,2,Wednesday,196,6,9,21,6672,9668,0.024,952,126,9,low,2.4
IG0022372,7,creator,3551,carousel,Technology,Explore,1,2025-10-26 00:00:00,2025-10-26,0,Sunday,109,6,7,0,7406,11721,0.0104,780,111,7,low,1.04
IG0022376,2,brand,22291,image,Technology,Reels Feed,0,2025-03-15 15:00:00,2025-03-15,15,Saturday,429,14,23,69,7078,10711,0.0499,313,109,8,high,4.99
IG0022397,9,creator,6916,carousel,Technology,Profile,0,2025-09-24 15:00:00,2025-09-24,15,Wednesday,358,7,13,52,7093,10749,0.04,196,121,9,high,4.0
IG0022406,17,creator,15923,image,Technology,Reels Feed,1,2025-11-12 00:00:00,2025-11-12,0,Wednesday,159,6,9,19,3242,4310,0.0448,608,127,15,high,4.48
IG0022417,2,creator,22291,reel,Technology,External,1,2025-09-30 05:00:00,2025-09-30,5,Tuesday,485,14,25,69,12731,17532,0.0338,408,136,9,medium,3.38
IG0022439,17,brand,15923,image,Technology,Explore,1,2025-03-17 01:00:00,2025-03-17,1,Monday,311,10,14,50,6107,8788,0.0438,73,114,6,high,4.38
IG0022443,18,creator,7486,image,Technology,External,0,2025-01-15 17:00:00,2025-01-15,17,Wednesday,391,11,16,58,5276,7628,0.0624,573,110,10,viral,6.24
IG0022468,19,brand,3447,carousel,Technology,Home Feed,0,2025-07-14 17:00:00,2025-07-14,17,Monday,807,25,49,141,17486,19454,0.0525,527,116,3,high,5.25
IG0022470,17,brand,15923,image,Technology,Hashtags,0,2025-08-05 18:00:00,2025-08-05,18,Tuesday,88,1,4,9,2973,4640,0.022,747,134,8,low,2.2
IG0022489,12,creator,13798,reel,Technology,Hashtags,0,2024-11-25 04:00:00,2024-11-25,4,Monday,55,0,3,6,3261,4053,0.0158,543,116,6,low,1.58
IG0022491,19,creator,3447,reel,Technology,Profile,0,2025-01-31 11:00:00,2025-01-31,11,Friday,134,2,7,19,2091,2681,0.0604,323,119,7,viral,6.04
IG0022514,9,creator,6916,carousel,Technology,Reels Feed,1,2025-09-25 11:00:00,2025-09-25,11,Thursday,130,3,7,20,5264,6814,0.0235,571,121,8,low,2.35
IG0022516,14,creator,3083,image,Technology,External,1,2024-12-05 00:00:00,2024-12-05,0,Thursday,44,0,1,6,2838,3425,0.0149,948,116,12,low,1.49
IG0022518,14,creator,3083,reel,Technology,Home Feed,0,2025-05-13 19:00:00,2025-05-13,19,Tuesday,159,6,8,27,6065,7697,0.026,71,118,10,medium,2.6
IG0022533,19,creator,3447,image,Technology,Hashtags,0,2025-07-18 12:00:00,2025-07-18,12,Friday,70,3,7,6,1579,2074,0.0415,254,104,10,medium,4.15
IG0022538,4,creator,4972,carousel,Technology,External,0,2025-10-03 07:00:00,2025-10-03,7,Friday,518,13,27,86,10758,16859,0.0382,664,128,5,high,3.82
IG0022540,9,creator,6916,reel,Technology,Hashtags,0,2025-05-27 20:00:00,2025-05-27,20,Tuesday,548,18,29,84,8677,11898,0.0571,305,129,4,high,5.71
IG0022547,1,creator,9461,reel,Technology,Profile,1,2025-01-13 22:00:00,2025-01-13,22,Monday,272,3,15,50,5836,8515,0.0399,917,121,10,high,3.99
IG0022557,20,creator,31095,image,Technology,External,0,2025-04-29 09:00:00,2025-04-29,9,Tuesday,1772,54,76,292,23598,31628,0.0694,824,120,9,viral,6.94
IG0022560,8,creator,15986,image,Technology,Home Feed,0,2025-03-03 00:00:00,2025-03-03,0,Monday,244,4,9,38,12171,19379,0.0152,444,111,16,low,1.52
IG0022561,20,creator,31095,image,Technology,Hashtags,0,2025-05-01 11:00:00,2025-05-01,11,Thursday,156,5,9,16,14026,16244,0.0115,195,119,8,low,1.15
IG0022573,8,creator,15986,carousel,Technology,External,0,2025-10-22 17:00:00,2025-10-22,17,Wednesday,699,18,27,99,4209,6229,0.1353,147,109,10,high,13.53
IG0022587,19,creator,3447,carousel,Technology,Explore,0,2025-07-18 22:00:00,2025-07-18,22,Friday,68,1,8,8,3417,3907,0.0218,721,130,5,low,2.18
IG0022588,8,brand,15986,carousel,Technology,Hashtags,0,2025-04-15 17:00:00,2025-04-15,17,Tuesday,368,0,19,56,10004,13072,0.0339,611,134,4,medium,3.39
IG0022597,17,creator,15923,carousel,Technology,Hashtags,0,2025-07-21 07:00:00,2025-07-21,7,Monday,90,3,3,12,8829,13238,0.0082,610,101,5,low,0.82
IG0022612,13,creator,5824,image,Technology,Reels Feed,0,2025-02-23 07:00:00,2025-02-23,7,Sunday,639,20,38,115,12378,17920,0.0453,352,122,12,high,4.53
IG0022622,19,brand,3447,carousel,Technology,Hashtags,1,2025-07-29 08:00:00,2025-07-29,8,Tuesday,48,1,4,10,1451,1842,0.0342,129,116,8,medium,3.42
IG0022624,15,creator,8167,reel,Technology,Reels Feed,1,2025-08-06 06:00:00,2025-08-06,6,Wednesday,92,6,5,13,6474,9952,0.0117,467,113,6,low,1.17
IG0022636,2,creator,22291,reel,Technology,Home Feed,1,2025-03-21 02:00:00,2025-03-21,2,Friday,466,16,18,64,7124,10848,0.052,856,121,3,high,5.2
IG0022653,18,brand,7486,reel,Technology,Profile,0,2024-12-04 11:00:00,2024-12-04,11,Wednesday,582,24,27,94,7337,9930,0.0732,627,122,8,viral,7.32
IG0022657,10,creator,4542,carousel,Technology,Explore,0,2025-05-09 09:00:00,2025-05-09,9,Friday,312,10,16,35,11208,17801,0.021,530,113,9,low,2.1
IG0022664,1,creator,9461,image,Technology,Explore,1,2025-10-29 16:00:00,2025-10-29,16,Wednesday,227,9,12,36,5768,8822,0.0322,145,119,8,medium,3.22
IG0022729,1,creator,9461,reel,Technology,Explore,1,2025-09-30 22:00:00,2025-09-30,22,Tuesday,544,12,29,89,10174,13281,0.0507,621,126,4,high,5.07
IG0022737,1,creator,9461,image,Technology,Reels Feed,0,2025-01-28 18:00:00,2025-01-28,18,Tuesday,65,2,3,10,1714,2678,0.0299,498,109,8,medium,2.99
IG0022747,14,creator,3083,carousel,Technology,Reels Feed,1,2025-08-01 04:00:00,2025-08-01,4,Friday,299,11,16,47,3994,6213,0.06,152,107,14,viral,6.0
IG0022749,19,brand,3447,reel,Technology,Home Feed,1,2025-10-20 11:00:00,2025-10-20,11,Monday,800,33,38,124,11304,12965,0.0767,612,108,11,viral,7.67
IG0022752,4,creator,4972,image,Technology,Profile,0,2025-04-23 21:00:00,2025-04-23,21,Wednesday,77,3,3,14,5870,8072,0.012,112,114,5,low,1.2
IG0022764,17,brand,15923,carousel,Technology,Profile,0,2025-03-01 10:00:00,2025-03-01,10,Saturday,192,2,7,33,3879,4974,0.047,202,105,5,high,4.7
IG0022785,16,brand,9696,image,Technology,Profile,1,2025-01-20 01:00:00,2025-01-20,1,Monday,141,4,3,21,3739,4450,0.038,358,108,3,medium,3.8
